Message,Category
I was gonna ask you lol but i think its at 7,ham
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,spam
"Yeah I am, so I'll leave maybe 7ish?",ham
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
"[…] anyway, many good evenings to u! s",ham
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,ham
aathi..where are you dear..,ham
"Goodmorning, Today i am late for  &lt;#&gt; min.",ham
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri.",ham
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
"not that I know of, most people up here are still out of town",ham
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam
Hey what are you doing. Y no reply pa..,ham
What time do u get out?,ham
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",ham
I'm very happy for you babe ! Woo hoo party on dude!,ham
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
But you were together so you should be thinkin about him,ham
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,ham
Im done. Just studyn in library,ham
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,ham
What you thinked about me. First time you saw me in class.,ham
Like a personal sized or what,ham
So u gonna get deus ex?,ham
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
Hmm thinking lor...,ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",ham
Good morning princess! Have a great day!,ham
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",ham
I went to project centre,ham
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",ham
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham
My sister going to earn more than me da.,ham
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,ham
Good Morning my Dear........... Have a great &amp; successful day.,ham
Really? I crashed out cuddled on my sofa.,ham
"Are you sure you don't mean ""get here, we made you hold all the weed""",ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,ham
Where @,ham
yay! finally lol. i missed our cinema trip last week :-(,ham
Mode men or have you left.,ham
hanks lotsly!,ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
I will spoil you in bed as well :),ham
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
Me n him so funny...,ham
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
Okay... I booked all already... Including the one at bugis.,ham
CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,ham
Yes. Nigh you cant aha.,ham
Ok no prob,ham
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",ham
I want snow. It's just freezing and windy.,ham
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,ham
"She was supposed to be but couldn't make it, she's still in town though",ham
"I'm home, my love ... If your still awake ... *loving kiss*",ham
Apart from the one i told you about yesterday?,ham
Why didn't u call on your lunch?,ham
Yay! You better not have told that to 5 other girls either.,ham
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
Then wat r u doing now? Busy wif work?,ham
Well thats nice. Too bad i cant eat it,ham
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
* Will have two more cartons off u and is very pleased with shelves,ham
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham
Thanks love. But am i doing torch or bold.,ham
I will see in half an hour,ham
Remind me how to get there and I shall do so,ham
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham
&lt;#&gt;  w jetton ave if you forgot,ham
"Yup. Anything lor, if u dun wan it's ok...",ham
Near kalainar tv office.thenampet,ham
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham
I was just callin to say hi. Take care bruv!,ham
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham
And he's apparently bffs with carly quick now,ham
I think steyn surely get one wicket:),ham
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
Sounds like something that someone testing me would sayy,ham
Wen did you get so spiritual and deep. That's great,ham
Yes fine,ham
"Sorry, I'll call later",ham
S'fine. Anytime. All the best with it.,ham
"Sorry, got a late start, we're on the way",ham
"I call you later, don't have network. If urgnt, sms me.",ham
Probably earlier than that if the station's where I think it is,ham
Oh god. I'm gonna Google nearby cliffs now.,ham
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
Or remind me in a few hrs.,ham
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam
But i haf enuff space got like 4 mb...,ham
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,ham
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham
Where to get those?,ham
Boo what time u get out? U were supposed to take me shopping today. :(,ham
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,ham
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,ham
Lol ok your forgiven :),ham
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham
Yup n her fren lor. I'm meeting my fren at 730.,ham
You know what hook up means right?,ham
How are you holding up?,ham
did u get that message,ham
Reckon need to be in town by eightish to walk from * carpark.,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,ham
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam
Nope watching tv at home... Not going out. V bored...,ham
Saw Guys and Dolls last night with Patrick Swayze it was great,ham
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),ham
Doing my masters. When will you buy a bb cos i have for sale and how's bf,ham
No calls..messages..missed calls,ham
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
Small problem in auction:)punj now asking tiwary,ham
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
O shore are you takin the bus,ham
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,ham
I'll talk to the others and probably just come early tomorrow then,ham
I will be outside office take all from there,ham
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,ham
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,ham
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham
"I can probably come by, everybody's done around  &lt;#&gt;  right?",ham
I place all ur points on e cultures module already.,ham
thanks for the temales it was wonderful. Thank. Have a great week.,ham
Yup. Thk of u oso boring wat.,ham
Please leave this topic..sorry for telling that..,ham
"It's cool, we can last a little while. Getting more any time soon?",ham
"Aight, you close by or still down around alex's place?",ham
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,ham
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",spam
So u wan 2 come for our dinner tonight a not?,ham
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,ham
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham
Okie,ham
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham
"Easy mate, * guess the quick drink was bit ambitious.",ham
Po de :-):):-):-):-). No need job aha.,ham
Talk to g and x about that,ham
How come she can get it? Should b quite diff to guess rite...,ham
Happy new years melody!,ham
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham
I can make lasagna for you... vodka...,ham
Hey tmr meet at bugis 930 ?,ham
If u dun drive then how i go 2 sch.,ham
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,ham
Cause I'm not freaky lol,ham
Play w computer? Aiyah i tok 2 u lor?,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",ham
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham
... Are you in the pub?,ham
Bring it if you got it,ham
My sister cleared two round in birla soft yesterday.,ham
You do what all you like,ham
"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx",ham
Sorry i din lock my keypad.,ham
I am not sure about night menu. . . I know only about noon menu,ham
Not getting anywhere with this damn job hunting over here!,ham
&lt;#&gt;  am I think? Should say on syllabus,ham
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam
Its not the same here. Still looking for a job. How much do Ta's earn there.,ham
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,ham
Im on gloucesterroad what are uup to later?,ham
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,ham
What type of stuff do you sing?,ham
how are you? I miss you!,ham
Id onluy matters when getting on from offcampus,ham
R u over scratching it?,ham
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam
You call him now ok i said call him,ham
Not sure I have the stomach for it ...,ham
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
Yes but I don't care cause I know its there!,ham
Ma head dey swell oh. Thanks for making my day,ham
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
ringtoneking 84484,spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,spam
I havent add ü yet right..,ham
Can you just come in for a sec? There's somebody here I want you to see,ham
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham
"If e timing can, then i go w u lor...",ham
No i am not having not any movies in my laptop,ham
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
No just send to you. Bec you in temple na.,ham
Sorry completely forgot * will pop em round this week if your still here?,ham
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham
Not directly behind... Abt 4 rows behind ü...,ham
Ü only send me the contents page...,ham
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,ham
I fetch yun or u fetch?,ham
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",ham
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham
Now get step 2 outta the way. Congrats again.,ham
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,ham
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam
Where did u go? My phone is gonna die you have to stay in here,ham
You have 1 new message. Please call 08715205273,spam
Shall i come to get pickle,ham
Serious? What like proper tongued her,ham
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam
Just getting back home,ham
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham
Then ur physics get a-?,ham
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,spam
U coming 2 pick me?,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
No. On the way home. So if not for the long dry spell the season would have been over,ham
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham
Fine i miss you very much.,ham
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,ham
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ham
Was it something u ate?,ham
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
Haha... Hope ü can hear the receipt sound... Gd luck!,ham
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",ham
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
They finally came to fix the ceiling.,ham
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,ham
THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
I wish u were here. I feel so alone,ham
Yep. I do like the pink furniture tho.,ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham
Mm that time you dont like fun,ham
Call me when you get the chance plz &lt;3,ham
Is fujitsu s series lifebook good?,ham
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",ham
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,spam
", how's things? Just a quick question.",ham
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham
… and don‘t worry we‘ll have finished by march … ish!,ham
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
I have to take exam with in march 3,ham
Ok then i'll let him noe later n ask him call u tmr...,ham
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam
Haven't left yet so probably gonna be here til dinner,ham
Does not operate after  &lt;#&gt;  or what,ham
I am joining today formally.Pls keep praying.will talk later.,ham
Hi. Hope you had a good day. Have a better night.,ham
Dear reached railway. What happen to you,ham
Its not that time of the month nor mid of the time?,ham
R u in this continent?,ham
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham
"Sorry, I'll call later",ham
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,ham
What happen dear tell me,ham
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
Yo sorry was in the shower sup,ham
Well then you have a great weekend!,ham
What's ur pin?,ham
"It‘s £6 to get in, is that ok?",ham
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",ham
We're on the opposite side from where we dropped you off,ham
Happy New Year Princess!,ham
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam
Good night my dear.. Sleepwell&amp;Take care,ham
"Dizzamn, aight I'll ask my suitemates when I get back",ham
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",ham
K. I will sent it again,ham
I'm going out to buy mum's present ar.,ham
Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham
on a Tuesday night r u 4 real,ham
He remains a bro amongst bros,ham
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,ham
Esplanade lor. Where else...,ham
Glad to see your reply.,ham
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,ham
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham
K k pa Had your lunch aha.,ham
"Fuuuuck I need to stop sleepin, sup",ham
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham
Where u been hiding stranger?,ham
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ham
Haf u found him? I feel so stupid da v cam was working.,ham
Alright took the morphine. Back in yo.,ham
I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,ham
"It's ok, at least armand's still around",ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
Do you think i can move  &lt;#&gt;  in a week,ham
Every monday..nxt week vl be completing..,ham
Really good:)dhanush rocks once again:),ham
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
K I'll be there before 4.,ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
Hey we can go jazz power yoga hip hop kb and yogasana,ham
"I sent you the prices and do you mean the  &lt;#&gt; g,",ham
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham
Life style garments account no please.,ham
I'm in office now da:)where are you?,ham
You made my day. Do have a great day too.,ham
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",ham
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam
Discussed with your mother ah?,ham
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham
"* Was really good to see you the other day dudette, been missing you!",ham
I want  &lt;#&gt;  rs da:)do you have it?,ham
My drive can only be read. I need to write,ham
I wont do anything de.,ham
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,ham
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
Pls send me your address sir.,ham
Yes da. Any plm at ur office,ham
Or ill be a little closer like at the bus stop on the same street,ham
So are you guys asking that i get that slippers again or its gone with last year,ham
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
Hi where you. You in home or calicut?,ham
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
Happy new year to u too!,ham
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
No da. . Vijay going to talk in jaya tv,ham
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham
Dad went out oredi...,ham
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
Thank You meet you monday,ham
No..but heard abt tat..,ham
I've sent ü my part..,ham
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam
Old Orchard near univ. How about you?,ham
What time should I tell my friend to be around?,ham
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham
Hey come online! Use msn... We are all there,ham
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
Give one miss from that number please,ham
Hi dear we saw dear. We both are happy. Where you my battery is low,ham
Good. No swimsuit allowed :),ham
"That's fine, have him give me a call if he knows what he wants or has any questions",ham
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam
What you need. You have a person to give na.,ham
Why you Dint come with us.,ham
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham
Ok. Me watching tv too.,ham
Howz pain?hope u r fine..,ham
K k :-):-) then watch some films.,ham
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam
Ok.,ham
Lara said she can loan me  &lt;#&gt; .,ham
Great! So what attracts you to the brothas?,ham
Surely result will offer:),ham
I like to think there's always the possibility of being in a pub later.,ham
Does daddy have a bb now.,ham
Thank you princess! I want to see your nice juicy booty...,ham
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham
Buy one egg for me da..please:),ham
Kinda. First one gets in at twelve! Aah. Speak tomo,ham
I think that tantrum's finished so yeah I'll be by at some point,ham
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
Yes see ya not on the dot,ham
"(No promises on when though, haven't even gotten dinner yet)",ham
