,Message,Category,Predicted
3785,on a Tuesday night r u 4 real,ham,ham
3786,He remains a bro amongst bros,ham,ham
3787,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham,ham
3788,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,ham,ham
3789,Esplanade lor. Where else...,ham,ham
3790,Glad to see your reply.,ham,ham
3791,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,ham,ham
3792,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham,ham
3793,K k pa Had your lunch aha.,ham,ham
3794,"Fuuuuck I need to stop sleepin, sup",ham,ham
3795,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,spam
3796,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham,ham
3797,Where u been hiding stranger?,ham,ham
3798,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ham,ham
3799,Haf u found him? I feel so stupid da v cam was working.,ham,ham
3800,Alright took the morphine. Back in yo.,ham,ham
3801,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,ham,ham
3802,"It's ok, at least armand's still around",ham,ham
3803,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,ham
3804,Do you think i can move  &lt;#&gt;  in a week,ham,ham
3805,Every monday..nxt week vl be completing..,ham,ham
3806,Really good:)dhanush rocks once again:),ham,ham
3807,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham,ham
3808,K I'll be there before 4.,ham,ham
3809,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,spam
3810,Hey we can go jazz power yoga hip hop kb and yogasana,ham,ham
3811,"I sent you the prices and do you mean the  &lt;#&gt; g,",ham,ham
3812,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam,spam
3813,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham,ham
3814,Life style garments account no please.,ham,ham
3815,I'm in office now da:)where are you?,ham,ham
3816,You made my day. Do have a great day too.,ham,ham
3817,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,ham
3818,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",ham,ham
3819,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam,spam
3820,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam,spam
3821,Discussed with your mother ah?,ham,ham
3822,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,ham
3823,"* Was really good to see you the other day dudette, been missing you!",ham,ham
3824,I want  &lt;#&gt;  rs da:)do you have it?,ham,ham
3825,My drive can only be read. I need to write,ham,ham
3826,I wont do anything de.,ham,ham
3827,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,ham,ham
3828,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham,ham
3829,Pls send me your address sir.,ham,ham
3830,Yes da. Any plm at ur office,ham,ham
3831,Or ill be a little closer like at the bus stop on the same street,ham,ham
3832,So are you guys asking that i get that slippers again or its gone with last year,ham,ham
3833,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,ham
3834,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ham,ham
3835,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham,ham
3836,Hi where you. You in home or calicut?,ham,ham
3837,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham,ham
3838,Happy new year to u too!,ham,ham
3839,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham,ham
3840,No da. . Vijay going to talk in jaya tv,ham,ham
3841,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam,spam
3842,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham,ham
3843,Dad went out oredi...,ham,ham
3844,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam,spam
3845,Thank You meet you monday,ham,ham
3846,No..but heard abt tat..,ham,ham
3847,I've sent ü my part..,ham,ham
3848,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam,spam
3849,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam,spam
3850,500 free text msgs. Just text ok to 80488 and we'll credit your account,spam,spam
3851,Old Orchard near univ. How about you?,ham,ham
3852,What time should I tell my friend to be around?,ham,ham
3853,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham,ham
3854,Hey come online! Use msn... We are all there,ham,ham
3855,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",ham,ham
3856,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,spam
3857,Give one miss from that number please,ham,ham
3858,Hi dear we saw dear. We both are happy. Where you my battery is low,ham,ham
3859,Good. No swimsuit allowed :),ham,ham
3860,"That's fine, have him give me a call if he knows what he wants or has any questions",ham,ham
3861,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,spam
3862,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam,spam
3863,What you need. You have a person to give na.,ham,ham
3864,Why you Dint come with us.,ham,ham
3865,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam,spam
3866,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,ham
3867,Ok. Me watching tv too.,ham,ham
3868,Howz pain?hope u r fine..,ham,ham
3869,K k :-):-) then watch some films.,ham,ham
3870,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam,spam
3871,Ok.,ham,ham
3872,Lara said she can loan me  &lt;#&gt; .,ham,ham
3873,Great! So what attracts you to the brothas?,ham,ham
3874,Surely result will offer:),ham,ham
3875,I like to think there's always the possibility of being in a pub later.,ham,ham
3876,Does daddy have a bb now.,ham,ham
3877,Thank you princess! I want to see your nice juicy booty...,ham,ham
3878,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,ham,ham
3879,Buy one egg for me da..please:),ham,ham
3880,Kinda. First one gets in at twelve! Aah. Speak tomo,ham,ham
3881,I think that tantrum's finished so yeah I'll be by at some point,ham,ham
3882,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam,spam
3883,Yes see ya not on the dot,ham,ham
3884,"(No promises on when though, haven't even gotten dinner yet)",ham,ham
3885,Audrie lousy autocorrect,ham,ham
3886,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham,ham
3887,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",ham,ham
3888,"No I'm good for the movie, is it ok if I leave in an hourish?",ham,ham
3889,I dont. Can you send it to me. Plus how's mode.,ham,ham
3890,I'm freezing and craving ice. Fml,ham,ham
3891,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,ham,ham
3892,You have 1 new voicemail. Please call 08719181513.,spam,spam
3893,Lil fever:) now fine:),ham,ham
3894,Understand. his loss is my gain :) so do you work? School?,ham,ham
3895,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham,ham
3896,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham,ham
3897,"Trust me. Even if isn't there, its there.",ham,ham
3898,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,ham,ham
3899,Can come my room but cannot come my house cos my house still messy... Haha...,ham,ham
3900,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham,ham
3901,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham,ham
3902,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham,ham
3903,"By the way, 'rencontre' is to meet again. Mountains dont....",ham,ham
3904,K k:) sms chat with me.,ham,ham
3905,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham,ham
3906,I dont understand your message.,ham,ham
3907,The hair cream has not been shipped.,ham,ham
3908,"K, if u bored up just come to my home..",ham,ham
3909,Today my system sh get ready.all is well and i am also in the deep well,ham,ham
3910,I jokin oni lar.. Ü busy then i wun disturb ü.,ham,ham
3911,Thank god they are in bed!,ham,ham
3912,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,ham
3913,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham,ham
3914,....photoshop makes my computer shut down.,ham,ham
3915,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham,ham
3916,What's your room number again? Wanna make sure I'm knocking on the right door,ham,ham
3917,Pandy joined 4w technologies today.he got job..,ham,ham
3918,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam,spam
3919,Can ü all decide faster cos my sis going home liao..,ham,ham
3920,But i have to. I like to have love and arrange.,ham,ham
3921,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam,spam
3922,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham,ham
3923,I attended but nothing is there.,ham,ham
3924,Nah dub but je still buff,ham,ham
3925,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,ham
3926,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham,ham
3927,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,spam
3928,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,ham,ham
3929,Lol they don't know about my awesome phone. I could click delete right now if I want.,ham,ham
3930,Yup...,ham,ham
3931,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham,ham
3932,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham,ham
3933,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam,spam
3934,"Aight, text me tonight and we'll see what's up",ham,ham
3935,Great! How is the office today?,ham,ham
3936,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam,spam
3937,Normally i use to drink more water daily:),ham,ham
3938,S....s...india going to draw the series after many years in south african soil..,ham,ham
3939,"Yeah, we got one lined up for us",ham,ham
3940,And pls pls drink plenty plenty water,ham,ham
3941,How long does applebees fucking take,ham,ham
3942,Watching ajith film ah?,ham,ham
3943,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham,ham
3944,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham,ham
3945,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham,ham
3946,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,ham,ham
3947,I liked your new house,ham,ham
3948,What are youdoing later? Sar xxx,ham,ham
3949,I'm in a movie. Call me 4 wat?,ham,ham
3950,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",ham,ham
3951,Don know..he is watching film in computer..,ham,ham
3952,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam,spam
3953,He remains a bro amongst bros,ham,ham
3954,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,ham,ham
3955,Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham,ham
3956,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham,ham
3957,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,ham,ham
3958,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam,spam
3959,No dear i do have free messages without any recharge. Hi hi hi,ham,ham
3960,"Sorry, I'll call later in meeting",ham,ham
3961,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham,ham
3962,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham,ham
3963,"Yes, princess. Toledo.",ham,ham
3964,Love it! I want to flood that pretty pussy with cum...,ham,ham
3965,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam,spam
3966,aathi..where are you dear..,ham,ham
3967,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,spam
3968,Lol now I'm after that hot air balloon!,ham,ham
3969,Dear :-/ why you mood off. I cant drive so i brother to drive,ham,ham
3970,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham,ham
3971,What Today-sunday..sunday is holiday..so no work..,ham,ham
3972,K and you're sure I don't have to have consent forms to do it :V,ham,ham
3973,So wats ur opinion abt him and how abt is character?,ham,ham
3974,No calls..messages..missed calls,ham,ham
3975,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham,ham
3976,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,spam
3977,"Don't worry, * is easy once have ingredients!",ham,ham
3978,"Sorry, I'll call later",ham,ham
3979,What is important is that you prevent dehydration by giving her enough fluids,ham,ham
3980,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,spam
3981,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,ham,ham
3982,Ok thanx...,ham,ham
3983,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam,spam
3984,"yeah, that's what I was thinking",ham,ham
3985,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,ham
3986,Lol alright i was thinkin that too haha,ham,ham
3987,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham,ham
3988,Stop the story. I've told him i've returned it and he's saying i should not re order it.,ham,ham
3989,"Haha... Sounds crazy, dunno can tahan anot...",ham,ham
3990,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham,ham
3991,I'm thinking that chennai forgot to come for auction..,ham,ham
3992,Oh for fuck's sake she's in like tallahassee,ham,ham
3993,"Aight, we'll head out in a few",ham,ham
3994,Eh u send wrongly lar...,ham,ham
3995,U can call now...,ham,ham
3996,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam,spam
3997,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham,ham
3998,Ü ready then call me...,ham,ham
3999,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham,ham
4000,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam,spam
4001,"Didn't try, g and I decided not to head out",ham,ham
4002,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham,ham
4003,Yup... From what i remb... I think should be can book...,ham,ham
4004,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham,ham
4005,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham,ham
4006,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,ham
4007,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,ham,ham
4008,When should I come over?,ham,ham
4009,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham,ham
4010,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",ham,ham
4011,Ok.,ham,ham
4012,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham,ham
4013,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam,spam
4014,"Alright, we're all set here, text the man",ham,ham
4015,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,ham,ham
4016,We have pizza if u want,ham,ham
4017,Have you been practising your curtsey?,ham,ham
4018,Not to worry. I'm sure you'll get it.,ham,ham
4019,Prepare to be pounded every night...,ham,ham
4020,Oh yeah clearly it's my fault,ham,ham
4021,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",ham,ham
4022,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,ham
4023,Y so late but i need to go n get da laptop...,ham,ham
4024,Are you willing to go for aptitude class.,ham,ham
4025,Ü neva tell me how i noe... I'm not at home in da aft wat...,ham,ham
4026,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",ham,ham
4027,I don know account details..i will ask my mom and send you.my mom is out of reach now.,ham,ham
4028,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,spam
4029,I dont have that much image in class.,ham,ham
4030,U buy newspapers already?,ham,ham
4031,"I've got  &lt;#&gt; , any way I could pick up?",ham,ham
4032,The battery is for mr adewale my uncle. Aka Egbon,ham,ham
4033,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham,ham
4034,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham,ham
4035,"How long has it been since you screamed, princess?",ham,ham
4036,I cant pick the phone right now. Pls send a message,ham,ham
4037,U're welcome... Caught u using broken english again...,ham,ham
4038,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",ham,ham
4039,", ow u dey.i paid 60,400thousad.i told  u would call .",ham,ham
4040,Dont pick up d call when something important is There to tell. Hrishi,ham,ham
4041,"Same, I'm at my great aunts anniversary party in tarpon springs",ham,ham
4042,"Arms fine, how's Cardiff and uni?",ham,ham
4043,"Sorry, I'll call later",ham,ham
4044,So u workin overtime nigpun?,ham,ham
4045,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham,ham
4046,But we havent got da topic yet rite?,ham,ham
4047,Oh k...i'm watching here:),ham,ham
4048,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham,ham
4049,I WILL CAL YOU SIR. In meeting,ham,ham
4050,Ok both our days. So what are you making for dinner tonite? Am I invited?,ham,ham
4051,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,ham
4052,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,ham
4053,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",ham,ham
4054,I think it's all still in my car,ham,ham
4055,K.i will send in  &lt;#&gt;  min:),ham,ham
4056,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7",spam,spam
4057,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,ham,ham
4058,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",ham,ham
4059,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham,ham
4060,Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham,ham
4061,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,ham
4062,U in town alone?,ham,ham
4063,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham,ham
4064,ELLO BABE U OK?,ham,ham
4065,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam,spam
4066,What he said is not the matter. My mind saying some other matter is there.,ham,ham
4067,Not able to do anything.,ham,ham
4068,"Since when, which side, any fever, any vomitin.",ham,ham
4069,No but the bluray player can,ham,ham
4070,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,spam,spam
4071,Nothing just getting msgs by dis name wit different no's..,ham,ham
4072,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ham,ham
4073,But i juz remembered i gotta bathe my dog today..,ham,ham
4074,I'm on da bus going home...,ham,ham
4075,"Call me. I m unable to cal. Lets meet bhaskar, and deep",ham,ham
4076,I cant pick the phone right now. Pls send a message,ham,ham
4077,I love to give massages. I use lots of baby oil... What is your fave position?,ham,ham
4078,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham,ham
4079,If you r @ home then come down within 5 min,ham,ham
4080,Ok.ok ok..then..whats ur todays plan,ham,ham
4081,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam,spam
4082,K..k..any special today?,ham,ham
4083,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam,spam
4084,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham,ham
4085,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,ham,ham
4086,Keep my payasam there if rinu brings,ham,ham
4087,Thts wat Wright Brother did to fly..,ham,ham
4088,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham,ham
4089,What time you coming down later?,ham,ham
4090,"Haha better late than ever, any way I could swing by?",ham,ham
4091,I am in bus on the way to calicut,ham,ham
4092,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam,spam
4093,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,ham,ham
4094,Shuhui has bought ron's present it's a swatch watch...,ham,ham
4095,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham,ham
4096,Lol ... I knew that .... I saw him in the dollar store,ham,ham
4097,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,spam
4098,Aight sorry I take ten years to shower. What's the plan?,ham,ham
4099,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,spam
4100,You dont know you jabo me abi.,ham,ham
4101,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,ham,ham
4102,I'm home. Ard wat time will u reach?,ham,ham
4103,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham,ham
4104,will you like to be spoiled? :),ham,ham
4105,I wait 4 ü inside da car park...,ham,ham
4106,I dont have i shall buy one dear,ham,ham
4107,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,spam
4108,A bloo bloo bloo I'll miss the first bowl,ham,ham
4109,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham,ham
4110,Would me smoking you out help us work through this difficult time,ham,ham
4111,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,ham
4112,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,ham,ham
4113,Hey mr whats the name of that bill brison book the one about language and words,ham,ham
4114,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam,spam
4115,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,ham,ham
4116,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,spam,spam
